# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
IFNAR2|ENST00000342101.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602441;34614145;34615978;34617256;34619023;34621014;34624967;34635098	34602521;34614282;34616019;34617379;34619195;34621159;34625135;34636830	+;+;+;+;+;+;+;+	2606	0
IFNAR2|ENST00000443073.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602487;34617256;34619023;34621014;34624967;34632902;34635098	34602521;34617379;34619195;34621159;34625135;34633032;34635160	+;+;+;+;+;+;+	841	0
IFNAR2|ENST00000382238.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602446;34614191;34615978;34617256;34619023;34621014;34624443;34624967;34632902;34635098	34602521;34614282;34616019;34617379;34619195;34621159;34624553;34625135;34633032;34635160	+;+;+;+;+;+;+;+;+;+	1127	0
IFNAR2|ENST00000420068.1	chr21;chr21;chr21;chr21	34602287;34614191;34615978;34619023	34602521;34614282;34616019;34619158	+;+;+;+	505	0
IFNAR2|ENST00000342136.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602279;34614145;34615978;34617256;34619023;34621014;34624967;34632902;34635098	34602521;34614282;34616019;34617379;34619195;34621159;34625135;34633032;34636830	+;+;+;+;+;+;+;+;+	2899	0
IFNAR2|ENST00000382264.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602206;34614191;34615978;34617256;34619023;34621014;34624967;34632902;34634866	34602521;34614282;34616019;34617379;34619195;34621159;34625135;34633032;34635061	+;+;+;+;+;+;+;+;+	1389	0
IFNAR2|ENST00000404220.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34602276;34614145;34615978;34617256;34619023;34621014;34624967;34632902;34634866	34602521;34614282;34616019;34617379;34619195;34621159;34625135;34633032;34637980	+;+;+;+;+;+;+;+;+	4284	0
TPT1P1|ENST00000458495.1	chr21	33212653	33213170	+	518	0
AF096876.1|ENST00000565564.1	chr21;chr21	31462035;31469986	31462309;31470154	+;+	444	0
AP001342.1|ENST00000423389.1	chr21	26403318	26403842	-	525	0
LSS|ENST00000450351.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	47636303;47639390;47641768;47642544;47647466;47648348;47648599	47636438;47639486;47641889;47642652;47647604;47648513;47648682	-;-;-;-;-;-;-	853	0
LSS|ENST00000419093.1	chr21;chr21;chr21	47608388;47611795;47614405	47608735;47611873;47614494	-;-;-	517	0
LSS|ENST00000356396.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47608055;47610980;47611795;47614405;47615590;47616116;47625750;47626586;47627342;47628165;47629468;47630602;47632939;47633652;47635094;47635599;47636303;47639390;47641768;47642544;47647466;47648348;47648646	47608735;47611149;47611873;47614575;47615670;47616181;47625855;47626682;47627491;47628215;47629539;47630658;47632966;47633749;47635212;47635707;47636438;47639486;47641889;47642652;47647604;47648513;47648736	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2995	0
LSS|ENST00000457828.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47609038;47611795;47614405;47615590;47616116;47625750;47626586;47627342;47628165;47629468;47630602;47632939;47633652;47635094;47635599;47636303;47639390;47641768;47642544;47647466;47648348	47611149;47611873;47614575;47615670;47616181;47625855;47626682;47627491;47628215;47629539;47630658;47632966;47633749;47635212;47635707;47636438;47639486;47641889;47642652;47647604;47648738	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4390	0
LSS|ENST00000474319.1	chr21;chr21	47609039;47611795	47611149;47613284	-;-	3601	0
LSS|ENST00000397728.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47608360;47611795;47614405;47615590;47616116;47625750;47626586;47627342;47628165;47629468;47630602;47632939;47633652;47635094;47635599;47636303;47639390;47641768;47642544;47647466;47648348;47648646	47611149;47611873;47614575;47615670;47616181;47625855;47626682;47627491;47628215;47629539;47630658;47632966;47633749;47635212;47635707;47636438;47639486;47641889;47642652;47647604;47648513;47648738	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4936	0
LSS|ENST00000472272.1	chr21;chr21;chr21	47647233;47648348;47648646	47647604;47648513;47648688	-;-;-	581	0
LSS|ENST00000484808.1	chr21;chr21	47615590;47616116	47615670;47616285	-;-	251	0
LSS|ENST00000491729.1	chr21;chr21;chr21	47608360;47610990;47611795	47608735;47611149;47613401	-;-;-	2143	0
LSS|ENST00000464357.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	47635599;47636303;47639390;47641768;47642544;47647466;47648348	47635707;47636438;47639486;47641889;47642652;47647604;47648676	-;-;-;-;-;-;-	1041	0
LSS|ENST00000522411.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47610697;47611795;47614405;47615590;47616116;47625750;47626586;47627342;47628165;47629468;47630602;47632939;47633652;47635094;47635599;47636303;47639390;47641768;47642577;47647466;47648348;47648646	47611149;47611873;47614575;47615670;47616181;47625855;47626682;47627491;47628215;47629539;47630658;47632966;47633749;47635212;47635707;47636438;47639486;47641889;47642652;47647604;47648513;47648695	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2523	0
MIR155HG|ENST00000385060.1	chr21	26946292	26946356	+	65	0
MIR155HG|ENST00000456917.1	chr21;chr21;chr21;chr21	26934221;26934437;26942149;26946205	26934326;26934569;26942233;26947480	+;+;+;+	1600	0
HLCS-IT1|ENST00000434195.1	chr21;chr21	38176285;38178337	38176566;38178585	-;-	531	0
AP000569.9|ENST00000607953.1	chr21;chr21	35339403;35340534	35339652;35340874	-;-	591	0
RAD23BLP|ENST00000454157.1	chr21;chr21	17066619;17068204	17067073;17068900	-;-	1152	0
AP003900.6|ENST00000604142.1	chr21;chr21	11169720;11183419	11169841;11183521	+;+	225	0
AP003900.6|ENST00000603265.1	chr21;chr21;chr21;chr21	11169788;11171979;11173891;11183419	11169841;11172043;11174002;11184046	+;+;+;+	859	0
YRDCP3|ENST00000456507.1	chr21	42235920	42236399	+	480	0
HSPD1P7|ENST00000447985.1	chr21;chr21	30259602;30260963	30260655;30261594	-;-	1686	1
BACH1|ENST00000435072.1	chr21;chr21;chr21	30677524;30693542;30698380	30677643;30693835;30698657	+;+;+	692	0
BACH1|ENST00000547141.1	chr21;chr21;chr21	30566468;30591182;30693542	30566581;30591247;30693676	+;+;+	315	0
BACH1|ENST00000548219.1	chr21;chr21	30566392;30693542	30566581;30693676	+;+	325	0
BACH1|ENST00000399921.1	chr21;chr21;chr21;chr21;chr21	30671737;30693542;30698380;30701808;30714720	30671919;30693835;30699714;30702014;30718469	+;+;+;+;+	5769	0
BACH1|ENST00000468059.1	chr21;chr21;chr21;chr21	30699597;30701808;30969890;31002859	30699714;30702014;30970014;31003071	+;+;+;+	663	0
BACH1|ENST00000286800.3	chr21;chr21;chr21;chr21;chr21	30671192;30693542;30698380;30701808;30714720	30671274;30693835;30699714;30702014;30718469	+;+;+;+;+	5669	0
BACH1|ENST00000550131.1	chr21;chr21;chr21	30566468;30642678;30693542	30566581;30642777;30693676	+;+;+	349	0
BACH1|ENST00000422809.1	chr21;chr21;chr21;chr21;chr21	30699450;30701808;30954632;30969890;31002859	30699714;30702014;30954671;30970014;31003071	+;+;+;+;+	850	0
BACH1|ENST00000546469.1	chr21;chr21;chr21;chr21	30566468;30660305;30677520;30693542	30566581;30660416;30677643;30693676	+;+;+;+	485	0
BACH1|ENST00000462262.1	chr21;chr21;chr21	30968360;30969890;31002859	30969098;30970014;31003067	+;+;+	1073	0
BACH1|ENST00000451655.1	chr21;chr21;chr21	30672454;30693542;30698380	30672496;30693835;30698819	+;+;+	777	0
BACH1|ENST00000548467.1	chr21;chr21	30672004;30693542	30672085;30693676	+;+	217	0
BACH1|ENST00000447177.1	chr21;chr21;chr21	30673123;30693542;30698380	30673153;30693835;30698805	+;+;+	751	0
KRTAP10-12|ENST00000400365.3	chr21	46117087	46117959	+	873	0
MIR125B2|ENST00000385128.1	chr21	17962557	17962645	+	89	0
DONSON|ENST00000437395.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34950507;34951656;34953608;34954257;34954471;34955794;34956896;34958284;34960627	34950750;34951868;34953806;34954361;34954552;34955972;34957074;34958487;34960940	-;-;-;-;-;-;-;-;-	1719	0
DONSON|ENST00000457359.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34949867;34951656;34953608;34954257;34954471;34955794;34958284;34959828;34960627	34950750;34951868;34953806;34954361;34954552;34955972;34958487;34959908;34960952	-;-;-;-;-;-;-;-;-	2273	0
DONSON|ENST00000442660.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34950248;34951656;34953608;34954257;34954471;34956896;34958284;34959828	34950750;34951868;34953806;34954361;34954552;34957074;34958487;34959908	-;-;-;-;-;-;-;-	1566	0
DONSON|ENST00000417871.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34950223;34951656;34953608;34954257;34954471;34956896;34958284;34959828;34960627	34950750;34951868;34953806;34954361;34954552;34957074;34958366;34959908;34960976	-;-;-;-;-;-;-;-;-	1820	0
DONSON|ENST00000460557.1	chr21;chr21	34950230;34951656	34950750;34951920	-;-	786	0
DONSON|ENST00000303071.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34950211;34951656;34953608;34954257;34954471;34955794;34956896;34958284;34959828;34960627	34950750;34951868;34953806;34954361;34954552;34955972;34957074;34958487;34959908;34961014	-;-;-;-;-;-;-;-;-;-	2170	0
DONSON|ENST00000462566.1	chr21;chr21	34953481;34954257	34953806;34954360	-;-	430	0
DONSON|ENST00000439593.1	chr21;chr21;chr21;chr21	34931848;34933047;34945596;34950605	34932013;34933260;34945678;34950669	-;-;-;-	528	0
DONSON|ENST00000432378.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34950548;34953608;34954257;34954471;34955794;34956896;34958284;34959828;34960627	34950750;34953806;34954361;34954552;34955972;34957074;34958487;34959908;34961012	-;-;-;-;-;-;-;-;-	1618	0
DONSON|ENST00000453626.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34949842;34951656;34953608;34954257;34954471;34955794;34956896;34958284;34959828;34960627	34950750;34951723;34953806;34954361;34954552;34955972;34957074;34958487;34959908;34960952	-;-;-;-;-;-;-;-;-;-	2332	0
DONSON|ENST00000303113.6	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34947783;34950605;34951656;34953608;34954257;34954471;34955794;34956896;34958284;34959828;34960627	34948114;34950750;34951868;34953806;34954361;34954552;34955972;34957032;34958487;34959908;34960976	-;-;-;-;-;-;-;-;-;-;-	2028	0
DONSON|ENST00000440810.1	chr21;chr21;chr21;chr21;chr21	34951830;34953608;34954257;34956896;34958284	34951868;34953806;34954361;34957074;34958464	-;-;-;-;-	703	0
DONSON|ENST00000444517.1	chr21;chr21;chr21;chr21;chr21	34950248;34951656;34956896;34958284;34959828	34950750;34951868;34957074;34958487;34959908	-;-;-;-;-	1180	0
AP000473.8|ENST00000602659.1	chr21	18015848	18017384	+	1537	0
AP001439.2|ENST00000455275.1	chr21;chr21	27530409;27547928	27530585;27548142	+;+	392	0
ATP5O|ENST00000418933.1	chr21;chr21;chr21;chr21	35275760;35276239;35279645;35281386	35275960;35276325;35279757;35281399	-;-;-;-	415	0
ATP5O|ENST00000431254.1	chr21;chr21;chr21;chr21;chr21;chr21	35275757;35276239;35279645;35284593;35286754;35288032	35275943;35276325;35279757;35284703;35286804;35288065	-;-;-;-;-;-	583	0
ATP5O|ENST00000495005.1	chr21;chr21;chr21;chr21	35281118;35284593;35286754;35288032	35281515;35284703;35286804;35288057	-;-;-;-	586	0
ATP5O|ENST00000417181.1	chr21;chr21;chr21;chr21;chr21	35275760;35276239;35278753;35279032;35279645	35275943;35276325;35278804;35279098;35279716	-;-;-;-;-	462	0
ATP5O|ENST00000487374.1	chr21;chr21;chr21	35284682;35286754;35287688	35284703;35286804;35288083	-;-;-	469	0
ATP5O|ENST00000484627.1	chr21;chr21;chr21	35284671;35286754;35287956	35284703;35286804;35288028	-;-;-	157	0
ATP5O|ENST00000429064.1	chr21;chr21;chr21;chr21	35275761;35276239;35279030;35279645	35275943;35276325;35279125;35279720	-;-;-;-	442	0
ATP5O|ENST00000491703.1	chr21;chr21;chr21;chr21;chr21;chr21	35275757;35276239;35278753;35281386;35284593;35286754	35275943;35276325;35279757;35281515;35284703;35288072	-;-;-;-;-;-	2839	0
ATP5O|ENST00000290299.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21	35275757;35276239;35279645;35281386;35284593;35286754;35288032	35275943;35276325;35279757;35281515;35284703;35286804;35288284	-;-;-;-;-;-;-	932	1
ATP5O|ENST00000496044.1	chr21;chr21;chr21	35284671;35286754;35287440	35284703;35286804;35288028	-;-;-	673	0
SPATC1L|ENST00000330205.6	chr21;chr21;chr21;chr21	47581062;47581830;47588222;47604270	47581619;47581981;47588572;47604390	-;-;-;-	1182	0
SPATC1L|ENST00000291672.5	chr21;chr21;chr21;chr21;chr21	47581075;47581830;47588222;47602538;47604270	47581619;47581981;47588572;47603688;47604373	-;-;-;-;-	2303	0
RN7SL609P|ENST00000581405.1	chr21	24052992	24053286	+	295	0
DSCR8|ENST00000465532.1	chr21;chr21;chr21;chr21	39493567;39494406;39526527;39528398	39493695;39494762;39526623;39528605	+;+;+;+	791	0
DSCR8|ENST00000357704.4	chr21;chr21;chr21;chr21	39493567;39494406;39526509;39528398	39493695;39494505;39526623;39528605	+;+;+;+	552	0
DSCR8|ENST00000472602.1	chr21;chr21;chr21;chr21;chr21	39527643;39528398;39529028;39541263;39560026	39527946;39528522;39529179;39541362;39560110	+;+;+;+;+	766	0
DSCR8|ENST00000495344.1	chr21;chr21;chr21;chr21	39493567;39494406;39526527;39528398	39493695;39494577;39526623;39528605	+;+;+;+	606	0
DSCR8|ENST00000469658.1	chr21;chr21;chr21	39493567;39494406;39528398	39493695;39494505;39528605	+;+;+	437	0
DSCR8|ENST00000478613.1	chr21;chr21;chr21	39493545;39494406;39528398	39493695;39494762;39528605	+;+;+	716	0
DSCR8|ENST00000400477.3	chr21;chr21;chr21;chr21	39493567;39494406;39526527;39528398	39493695;39494505;39526623;39528605	+;+;+;+	534	0
Y_RNA|ENST00000363884.1	chr21	18899458	18899565	-	108	0
LINC00163|ENST00000434081.1	chr21;chr21	46409779;46413819	46411750;46414001	-;-	2155	0
LINC00163|ENST00000439088.1	chr21;chr21	46409779;46413819	46411747;46413984	-;-	2135	0
MRAP|ENST00000497833.1	chr21;chr21;chr21;chr21	33664124;33665304;33678951;33683995	33664160;33665443;33679050;33684601	+;+;+;+	884	0
MRAP|ENST00000303645.5	chr21;chr21;chr21	33671161;33678951;33683995	33671388;33679050;33684601	+;+;+	935	0
MRAP|ENST00000339944.4	chr21;chr21;chr21	33671283;33678951;33686862	33671388;33679050;33687095	+;+;+	440	0
MRAP|ENST00000399784.2	chr21;chr21;chr21;chr21;chr21	33664124;33665304;33671273;33678951;33683995	33664160;33665443;33671388;33679050;33684601	+;+;+;+;+	1000	0
MRAP|ENST00000399786.3	chr21;chr21;chr21;chr21;chr21	33664124;33665304;33671273;33678951;33686862	33664160;33665443;33671388;33679050;33687092	+;+;+;+;+	624	0
TMEM97P1|ENST00000452969.1	chr21	45203004	45203454	+	451	0
KRTAP21-3|ENST00000444335.1	chr21	32090843	32091095	-	253	0
CHODL-AS1|ENST00000447175.1	chr21;chr21;chr21	19207333;19212812;19257779	19208143;19212970;19257925	-;-;-	1117	0
U2AF1|ENST00000291552.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44520563;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44520629;44524512;44527697	-;-;-;-;-;-;-;-	962	0
U2AF1|ENST00000463599.1	chr21;chr21;chr21;chr21	44515812;44520563;44521476;44524425	44515853;44520629;44521542;44524586	-;-;-;-	338	0
U2AF1|ENST00000468039.1	chr21;chr21	44520563;44521476	44520629;44522017	-;-	609	0
U2AF1|ENST00000486519.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513300;44514581;44514765;44515548;44515804;44520687;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44520724;44524512;44527680	-;-;-;-;-;-;-;-	682	0
U2AF1|ENST00000471250.1	chr21;chr21;chr21	44513066;44514581;44514765	44513359;44514673;44516053	-;-;-	1676	0
U2AF1|ENST00000496462.1	chr21;chr21;chr21	44517732;44524425;44527561	44521542;44524512;44527634	-;-;-	3973	0
U2AF1|ENST00000459639.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44520563;44524425	44513359;44514673;44514898;44515646;44515853;44520629;44525362	-;-;-;-;-;-;-	1675	0
U2AF1|ENST00000380276.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44521476;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44521542;44524512;44527675	-;-;-;-;-;-;-;-	940	0
U2AF1|ENST00000478282.1	chr21;chr21	44513066;44514765	44514673;44516500	-;-	3344	0
U2AF1|ENST00000475639.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44520563;44527561	44513359;44514673;44514898;44515646;44515853;44524512;44527634	-;-;-;-;-;-;-	4694	0
U2AF1|ENST00000464750.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44520563;44521476;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44520629;44521542;44524512;44527634	-;-;-;-;-;-;-;-;-	966	0
U2AF1|ENST00000398137.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513067;44514581;44514765;44515548;44515804;44520563;44521476;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44520629;44521542;44524512;44527688	-;-;-;-;-;-;-;-;-	1019	0
RNA5SP491|ENST00000362936.1	chr21	38224211	38224328	+	118	0
CBR1|ENST00000439427.2	chr21;chr21	37442313;37443248	37442702;37443881	+;+	1024	0
CBR1|ENST00000399191.3	chr21;chr21;chr21	37442333;37443248;37444472	37442702;37443355;37444831	+;+;+	838	0
CBR1|ENST00000466328.2	chr21;chr21;chr21	37442239;37443248;37443492	37442702;37443355;37443514	+;+;+	595	0
CBR1|ENST00000290349.6	chr21;chr21;chr21	37442239;37443248;37444744	37442702;37443355;37445464	+;+;+	1293	0
CBR1|ENST00000530908.1	chr21;chr21;chr21	37442239;37443248;37444113	37442702;37443355;37445464	+;+;+	1924	0
RN7SL109P|ENST00000493105.2	chr21	33714826	33715062	-	237	0
AP001421.1|ENST00000597817.1	chr21	38888740	38888973	+	234	0
KRTAP19-5|ENST00000334151.2	chr21	31873975	31874435	-	461	0
ITSN1|ENST00000419241.1	chr21;chr21;chr21;chr21;chr21;chr21	35169858;35172112;35174741;35183279;35186217;35189535	35169912;35172233;35174748;35183526;35186376;35189720	+;+;+;+;+;+	779	0
ITSN1|ENST00000381291.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	35014784;35091102;35093483;35094893;35107349;35122448;35124115;35127602;35134227;35138179;35140017;35144365;35147033;35147272;35153765;35154298;35166645;35169683;35172112;35174734;35183279;35186217;35190571;35191545;35195791;35199122;35201928;35206611;35208745;35209291	35015019;35091161;35093575;35094956;35107509;35122627;35124211;35127702;35134290;35138316;35140132;35144627;35147182;35147412;35153852;35154437;35166772;35169912;35172233;35174748;35183526;35186376;35190776;35191627;35195957;35199167;35202049;35206728;35208936;35210798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5437	0
ITSN1|ENST00000399355.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	35014804;35091102;35093483;35094893;35107349;35122448;35124115;35127602;35134227;35138179;35140017;35144365;35147033;35147272;35153765;35154298;35166645;35169683;35172112;35174734;35183279;35186217;35190571;35191545;35201928;35206611;35208745;35209291	35015019;35091161;35093575;35094956;35107509;35122627;35124211;35127702;35134290;35138316;35140132;35144627;35147182;35147412;35153852;35154437;35166772;35169912;35172233;35174748;35183526;35186376;35190776;35191627;35202049;35206728;35208936;35209597	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4003	0
ITSN1|ENST00000472548.1	chr21;chr21;chr21;chr21;chr21	35201310;35201928;35206611;35208745;35209291	35201354;35202049;35206728;35208936;35209342	+;+;+;+;+	529	0
ITSN1|ENST00000379960.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	35091133;35093483;35094893;35107349;35122448;35124115;35127602;35134227;35138179;35140017;35144365;35147033;35147272;35153765;35154298;35166645;35169683;35172112;35183279;35186217;35191545;35201928;35206611;35208745;35209291	35091161;35093575;35094956;35107509;35122627;35124211;35127702;35134290;35138316;35140132;35144627;35147182;35147412;35153852;35154437;35166772;35169912;35172233;35183526;35186376;35191627;35202049;35206728;35208936;35209342	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3280	0
ITSN1|ENST00000488166.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	35126488;35127602;35129092;35134227;35138179;35140017;35144365	35126527;35127702;35129378;35134290;35138316;35140132;35144604	+;+;+;+;+;+;+	986	0
ITSN1|ENST00000465143.1	chr21;chr21	35183508;35186217	35183526;35186811	+;+	614	0
ITSN1|ENST00000437442.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	35091133;35093483;35094893;35107349;35122448;35124115;35127602;35134227;35138179;35140017;35144365;35147033;35147272;35153765;35154298;35166645;35169683;35172112;35183279;35186217;35190571;35191545;35195791;35199122;35201928;35206611;35208745;35229040;35230990;35237455;35239537;35254547;35255854;35257345;35257743;35258591;35260456	35091161;35093575;35094956;35107509;35122627;35124211;35127702;35134290;35138316;35140132;35144627;35147182;35147412;35153852;35154437;35166772;35169912;35172233;35183526;35186376;35190776;35191627;35195957;35199167;35202049;35206728;35208936;35229161;35231096;35237638;35239635;35254759;35255975;35257427;35257826;35258764;35260612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4992	0
